
  The input file had          169  events
 station not found VTUR 
 station not found VIRH 
 station not found VKOL 
 station not found VBOK 
 station not found VTAM 
 station not found VBUT 
 station not found VSAR 
 station not found VAVU 
 station not found VASA 
 station not found VLEB 
 station not found VPOT 
 station not found VNAR 
 station not found VANG 
 station not found VWUS 
 station not found VEBE 
 station not found VSUL 
 station not found VSAL 
 station not found OS01 
 station not found OS08 
 station not found OS05 
 station not found OS02 
 station not found VESP 
 station not found OS04 
 station not found OS07 
 station not found OS06 
 station not found OS03 
VAVU  16.96 0.50 P
VAVU  30.44 0.50 S
VANG  17.23 0.75 P
VANG  30.73 0.50 S
VSAL  18.17 0.75 P
VPOT  18.22 0.50 P
VPOT  33.67 0.50 S
VWUS  18.63 0.75 P
VWUS  33.40 0.75 S
VNAR  19.26 0.75 P
VNAR  34.64 0.25 S
VESP  18.79 0.75 P
OS07  18.87 1.00 P
VLAK  36.99 0.50 S
OS04  19.21 0.75 P
OS06  19.43 0.50 P
OS10  19.89 0.50 P
OS09  19.85 0.75 P
OS03  20.20 0.75 P
# 2008  6  1 18 39 29.1 -14.733  167.253  94.2 0.0 0.0 0.0 0.1  144
VSAR  14.80 0.75 P
VSAR  26.50 0.50 S
VTUR  14.71 0.75 P
VTUR  27.15 0.75 S
VBUT  15.66 0.75 P
VBUT  27.96 0.75 S
VANG  16.21 0.75 P
VANG  28.61 0.50 S
VIRH  15.90 0.50 P
VIRH  28.81 0.50 S
VLEB  16.41 0.50 P
VLEB  29.63 0.50 S
VTAM  16.32 0.50 P
VTAM  29.58 0.75 S
VAVU  18.09 0.50 P
VAVU  32.76 0.75 S
# 2008  6  1 18 46  7.5 -15.475  166.685  26.4 0.0 0.0 0.0 0.2  145
VSUL   3.85 0.25 P
VWUS   4.74 0.75 P
VWUS   8.89 0.50 S
OS01   4.34 1.00 P
VSAL   5.29 0.75 P
VSAL   9.63 0.75 S
OS02   5.24 1.00 P
VANG   5.90 0.75 P
VLEB   5.78 1.00 P
VLEB  10.71 0.50 S
VEBE  12.02 0.25 S
VBUT   6.54 1.00 P
VBUT  12.78 0.25 S
VTAM   7.14 0.50 P
VTAM  13.04 0.75 S
OS04   6.92 1.00 P
VSAR   7.64 0.75 P
VSAR  13.68 0.25 S
OS05   7.09 0.25 P
OS03   7.42 1.00 P
VAVU   8.46 0.75 P
VAVU  15.13 0.75 S
VTUR   8.78 0.75 P
VTUR  15.98 0.75 S
VIRH   9.17 1.00 P
VIRH  16.42 0.75 S
VKOL   9.43 0.75 P
# 2008  6  1 19 19 22.0   0.000    0.000   0.0 0.0 0.0 0.0 0.0  146
# 2008  6  1 19 27 20.1 -15.458  168.633  25.0 0.0 0.0 0.0 0.4  147
VNAR  21.54 0.25 P
VIRH  22.39 0.75 P
VASA  21.95 0.75 P
VIRH  39.85 0.25 S
VASA  39.16 0.50 S
VPOT  22.54 0.50 P
VPOT  40.89 0.50 S
VTUR  23.01 0.75 P
VTUR  40.79 0.75 S
VKOL  23.23 0.75 P
VKOL  41.19 0.50 S
VAVU  23.76 0.25 P
VAVU  42.90 0.50 S
VESP  23.68 0.50 P
VLEV  47.65 0.25 S
VTAM  24.10 0.75 P
VBUT  25.39 0.50 P
VBUT  45.43 0.75 S
VSAR  25.64 0.75 P
VEBE  26.46 1.00 P
VEBE  47.03 0.75 S
VLEB  25.84 0.50 P
OS07  27.05 0.75 P
VANG  27.31 0.75 P
VANG  48.88 0.25 S
OS10  27.16 0.75 P
OS05  26.58 0.50 P
VSAL  27.92 0.50 P
VSAL  50.64 0.25 S
VSUL  29.74 0.50 P
OS06  29.24 0.75 P
OS09  28.96 0.75 P
VWUS  30.51 0.75 P
OS04  29.86 0.25 P
OS02  30.53 0.50 P
OS03  32.28 0.50 P
# 2008  6  1 19 39 29.0   0.000    0.000   0.0 0.0 0.0 0.0 0.0  148
# 2008  6  1 19 55 35.0   0.000    0.000   0.0 0.0 0.0 0.0 0.0  149
# 2008  6  1 20  2 12.0   0.000    0.000   0.0 0.0 0.0 0.0 0.0  150
# 2008  6  1 20  6 32.0   0.000    0.000   0.0 0.0 0.0 0.0 0.0  151
OS03  23.73 1.00 P
OS09  16.83 0.50 P
VESP  20.09 0.25 P
# 2008  6  1 20  9 23.0   0.000    0.000   0.0 0.0 0.0 0.0 0.0  152
# 2008  6  1 20 35 47.0   0.000    0.000   0.0 0.0 0.0 0.0 0.0  153
# 2008  6  1 20 40 17.0   0.000    0.000   0.0 0.0 0.0 0.0 0.0  154
# 2008  6  1 21 13 33.0 -14.728  167.314 150.1 0.0 0.0 0.0 0.2  155
VKOL  37.09 0.50 S
VSAR  21.06 0.75 P
VSAR  37.82 0.50 S
VBUT  21.63 0.75 P
VIRH  21.61 0.50 P
VIRH  38.94 0.75 S
VLEB  22.18 0.75 P
VTAM  22.34 0.50 P
VTAM  40.09 0.50 S
VWUS  23.27 0.50 P
VAVU  23.62 0.25 P
# 2008  6  1 21 20 19.0 -14.722  167.556 113.3 0.0 0.0 0.0 0.0  156
VKOL  17.36 0.50 P
VSAR  18.21 0.75 P
VBUT  18.93 0.75 P
VBUT  34.07 0.25 S
# 2008  6  1 21 43 25.0   0.000    0.000   0.0 0.0 0.0 0.0 0.0  157
# 2008  6  1 21 59  8.0   0.000    0.000   0.0 0.0 0.0 0.0 0.0  158
# 2008  6  1 22  4  3.1 -16.463  167.699  36.7 0.0 0.0 0.0 0.1  159
VLEV  10.95 0.50 P
VLEV  19.75 0.75 S
VNAR  11.08 0.75 P
VNAR  19.87 0.75 S
VESP  12.42 0.75 P
VESP  22.20 0.50 S
OS10  11.81 0.75 P
OS09  14.07 0.50 P
# 2008  6  1 22 19 36.9 -14.802  167.274  90.2 0.0 0.0 0.0 0.1  160
VKOL  13.45 0.50 P
VKOL  24.33 0.50 S
VSAR  13.98 0.75 P
VSAR  25.49 0.25 S
VIRH  15.00 0.75 P
VIRH  27.01 0.50 S
VLEB  15.41 0.75 P
VLEB  27.90 0.50 S
VTAM  15.50 0.50 P
VTAM  27.90 0.50 S
VAVU  17.36 0.75 P
VAVU  30.85 0.25 S
VASA  17.99 0.75 P
VASA  32.61 0.50 S
VESP  37.28 0.25 S
# 2008  6  1 22 23 52.5 -15.375  167.648 116.4 0.0 0.0 0.0 0.2  161
VIRH  16.20 0.75 P
VIRH  29.07 0.50 S
VKOL  16.84 0.75 P
VKOL  30.52 0.50 S
VASA  17.37 0.50 P
VASA  30.72 0.50 S
VTAM  17.12 0.75 P
VTAM  30.65 0.75 S
VBUT  31.79 0.50 S
VSAR  17.68 0.75 P
VSAR  32.14 0.50 S
# 2008  6  1 22 31 28.0   0.000    0.000   0.0 0.0 0.0 0.0 0.0  162
# 2008  6  1 22 32 19.0   0.000    0.000   0.0 0.0 0.0 0.0 0.0  163
# 2008  6  1 22 34 55.9 -15.378  167.700  96.1 0.0 0.0 0.0 0.2  164
VIRH  14.19 0.50 P
VIRH  26.02 0.50 S
VTUR  14.65 0.75 P
VKOL  14.96 0.75 P
VKOL  26.95 0.25 S
VASA  15.15 0.50 P
VASA  27.01 0.50 S
VAVU  15.65 0.75 P
VAVU  28.17 0.50 S
VTAM  15.25 0.75 P
VTAM  27.50 0.75 S
VBUT  15.90 0.75 P
VBUT  28.92 0.75 S
VSAR  29.15 0.50 S
VLEB  29.35 0.25 S
# 2008  6  1 22 47 46.4 -15.976  167.993 136.9 0.0 0.0 0.0 0.0  165
VIRH  21.95 0.75 P
VKOL  23.70 0.75 P
VKOL  42.67 0.25 S
VSAR  24.73 0.50 P
# 2008  6  1 23  0 46.1 -16.146  166.417  23.1 0.0 0.0 0.0 0.3  166
OS03   5.98 1.00 P
OS04   6.66 1.00 P
OS09   7.29 0.50 P
OS02   7.89 0.25 P
OS07  10.23 0.75 P
OS05   9.89 0.75 P
OS10  10.09 0.75 P
VSAL  11.37 0.50 P
VESP  14.06 0.50 P
VESP  23.88 0.75 S
VEBE  13.59 0.75 P
VWUS  13.68 0.50 P
VLEB  14.91 0.75 P
# 2008  6  1 23  7 57.8 -15.635  167.770 194.6 0.0 0.0 0.0 0.1  167
VAVU  26.40 0.75 P
VAVU  47.28 0.50 S
VESP  26.29 0.50 P
VKOL  26.70 0.50 P
VKOL  48.29 0.25 S
VSAR  27.53 0.50 P
VSAR  49.32 0.50 S
# 2008  6  1 23 11 32.0   0.000    0.000   0.0 0.0 0.0 0.0 0.0  168
# 2008  6  1 23 20  0.1 -15.802  167.556  54.5 0.0 0.0 0.0 0.2  169
VNAR   8.94 0.75 P
VNAR  15.95 0.25 S
VPOT   9.21 0.75 P
VPOT  16.65 0.25 S
VASA   8.93 0.75 P
VASA  15.89 0.75 S
VESP   9.85 0.75 P
VESP  17.62 0.75 S
VAVU  10.33 0.50 P
VAVU  18.53 0.50 S
OS08  10.00 0.75 P
VIRH  10.35 0.50 P
VIRH  18.89 1.00 S
VTAM  11.46 1.00 P
VTAM  20.35 0.50 S
OS07  11.70 0.50 P
VTUR  11.38 0.75 P
OS10  11.81 1.00 P
VKOL  13.03 0.75 P
VLEB  23.38 0.25 S
VBUT  13.13 0.50 P
VBUT  23.27 0.50 S
VSAR  14.20 0.75 P
VSAR  25.38 0.25 S
OS09  13.36 0.75 P
OS03  16.63 0.25 P
